en_test,zh_test,GOOGLE,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
"And at about the nine day mark, they let her go --  Mrs. Drucker,  a wife, a mother  and a grandmother.",在第九天，他们选择让她离开人间 -- Drucker女士， 一个家庭的妻子，母亲， 和祖母。,大约九天后，他们让她走了——德鲁克夫人，一位妻子，一位母亲和一位祖母。,54.286,39.958,24.393,12.272,15.465,13.255,62.857,0.45,0.5,0.474,0.182,0.19,0.186,0.478,0.478,0.478,0.781,0.791,0.786
They say you never forget the names  of those who die.,有人说你永远不会忘记那些 (因你的疏忽而过世的）人的名字，,他们说你永远不会忘记那些死去的人的名字。,50.274,46.135,42.956,39.765,51.934,44.515,46.429,0.529,0.75,0.621,0.368,0.583,0.452,0.5,0.769,0.606,0.807,0.89,0.847
And that was my first time to be acquainted with that.,而那是我第一次意识到这句话的现实。,那是我第一次熟悉这一点。,43.949,36.29,32.626,29.556,37.457,32.106,52.941,0.417,0.625,0.5,0.273,0.429,0.333,0.417,0.625,0.5,0.76,0.836,0.796
"Over the next few weeks,  I beat myself up  and I experienced for the first time  the unhealthy shame that exists  in our culture of medicine --  where I felt alone, isolated,  not feeling the healthy kind of shame that you feel,  because you can't talk about it with your colleagues.",在接下来的几个星期内， 我无比的沮丧， 并第一次经历了 那种在医学文化中存在的 危险的羞愧感 -- 我觉得孤单无助。 这不是那种健康的羞愧感， 因为你不能和你的同事提起讨论它。,在接下来的几周里，我打败了自己，第一次体验到了我们医学文化中存在的不健康的羞耻感——我感到孤独、孤立，没有感受到你所感受到的健康的羞耻感，因为你可以不要和你的同事谈论这件事。,52.874,40.743,33.354,27.528,22.769,19.516,60.759,0.447,0.436,0.442,0.265,0.245,0.255,0.481,0.439,0.459,0.827,0.819,0.823
"You know that healthy kind,  when you betray a secret that a best friend made you promise never to reveal  and then you get busted  and then your best friend confronts you  and you have terrible discussions,  but at the end of it all that sick feeling guides you  and you say, I'll never make that mistake again.",– 就是那种， 当你背叛了对挚友的承诺而说出了答应要保守的秘密， 并被他知道了以后， 你的挚友找你算账时， 虽然你们会争执不休， 但最后那层罪恶感仍然会主导你， 你告诉自己，我绝对不会再犯同样的错误。,你知道那种健康的情况，当你背叛了一个最好的朋友让你承诺永远不会透露的秘密，然后你被抓了，然后你最好的朋友与你对峙，你们进行了可怕的讨论，但最后所有的恶心感觉引导了你你和你说，我再也不会犯同样的错误了。,57,36.39,25.311,19.123,17.833,15.285,65.591,0.413,0.452,0.432,0.18,0.175,0.177,0.476,0.441,0.458,0.755,0.759,0.757
And you make amends and you never make that mistake again.,如是，你做了修正的承诺，然后你永不会再犯那样的错。,然后你就可以改正错误，再也不会犯同样的错误了。,55.8,34.096,21.652,12.35,15.52,13.303,60,0.4,0.462,0.429,0.059,0.083,0.069,0.222,0.308,0.258,0.758,0.772,0.765
That's the kind of shame that is a teacher.,这种羞愧有着教导的作用。,这就是身为老师的耻辱。,24.903,10.663,6.607,4.504,4.545,3.896,75,0.286,0.286,0.286,0,0,0,0.286,0.286,0.286,0.677,0.675,0.676
The unhealthy shame I'm talking about  is the one that makes you so sick inside.,而我所说的那种非良性的羞愧 会让你愧对于心。,我所说的不健康的耻辱是让你内心感到恶心的耻辱。,39.13,26.673,18.923,13.567,11.973,10.262,80.952,0.429,0.462,0.444,0.214,0.214,0.214,0.467,0.438,0.452,0.766,0.766,0.766
"It's the one that says,  not that what you did was bad,  but that you are bad.",它会对你说， 并非你做的是错的， 而是你根本就是坏人。,它说的不是你所做的事情不好，而是你本身很糟糕。,51.814,29.387,19.609,13.635,14.871,12.747,64,0.5,0.467,0.483,0.176,0.188,0.182,0.444,0.471,0.457,0.767,0.774,0.77
And it was what I was feeling.,这便是我当时的感觉。,这就是我的感受。,58.41,36.051,20.356,13.462,17.262,14.796,40,0.571,0.667,0.615,0,0,0,0.571,0.667,0.615,0.844,0.907,0.874
And it wasn't because of my attending; he was a doll.,而这也不是因为我的主治；他人非常好。,这并不是因为我的出席；而是因为我的出席。他是一个洋娃娃。,39.286,26.972,22.369,19.144,16.312,13.981,100,0.538,0.5,0.519,0.25,0.2,0.222,0.538,0.368,0.437,0.744,0.731,0.737
"He talked to the family, and I'm quite sure that he smoothed things over  and made sure that I didn't get sued.",他和那家人好好的谈过。我确定他为了确保 我没有被控告而替我打了圆场。,他和家人谈过，我很确定他已经平息了事情并确保我没有被起诉。,54.072,41.016,30.052,22.854,23.334,20.001,66.667,0.55,0.611,0.579,0.217,0.263,0.238,0.5,0.6,0.545,0.784,0.809,0.796
And I kept asking myself these questions.,但我仍然不断问我自己这些问题：,我不断问自己这些问题。,63.195,55.453,49.153,41.946,49.867,42.743,33.333,0.667,0.857,0.75,0.333,0.5,0.4,0.6,0.857,0.706,0.879,0.956,0.916
Why didn't I ask my attending? Why did I send her home?,为什么当时我没有联系我的主治？为什么我当时会让她回家？,我为什么不问我的主治医生？我为什么送她回家？,61.563,48.328,38.218,26.158,27.57,23.631,51.852,0.5,0.667,0.571,0.188,0.273,0.222,0.471,0.615,0.533,0.785,0.831,0.807
And then at my worst moments:  Why did I make such a stupid mistake?,更加沮丧时，我会问： 我为什么会犯下如此愚蠢的错误？,然后在我最糟糕的时刻：为什么我会犯这么愚蠢的错误？,60,47.434,36.571,28.578,24.567,21.057,56,0.5,0.533,0.516,0.2,0.2,0.2,0.375,0.375,0.375,0.835,0.831,0.833
Why did I go into medicine?,为什么我会选择进入医学界？,我为什么进入医学界？,74.082,65.334,58.249,50.05,56.078,48.067,30.769,0.667,0.8,0.727,0.4,0.5,0.444,0.667,0.8,0.727,0.871,0.943,0.905
"Slowly but surely,  it lifted.",慢慢的但稳定地， 那糟糕的感觉开始淡化了。,缓慢但肯定地，它抬起了。,29.949,20.478,12.913,8.852,15.934,13.658,65,0.385,0.556,0.455,0.154,0.25,0.19,0.357,0.556,0.435,0.701,0.771,0.734
I began to feel a bit better.,我开始觉得缓和了些。,我开始感觉好一点了。,60,36.515,25.544,18.575,15.787,13.532,50,0.571,0.571,0.571,0.167,0.167,0.167,0.571,0.571,0.571,0.837,0.835,0.836
"And on a cloudy day,  there was a crack in the clouds and the sun started to come out  and I wondered,  maybe I could feel better again.",然后在一个阴云密布的日子里， 当我看到一束阳光从云隙中探出， 我觉得， 或许我能再次感觉好起来。,在阴天，云层出现裂缝，太阳开始出来，我想，也许我能再次感觉好点。,39.552,26.076,20.846,17.96,24.637,21.117,62.222,0.292,0.412,0.341,0.115,0.158,0.133,0.333,0.45,0.383,0.741,0.796,0.768
"And I made myself a bargain  that if only I redouble my efforts to be perfect  and never make another mistake again,  please make the voices stop.",然后我和自己做了一个约定： 如果我加倍努力做到完美， 不再犯错， 请就此让那自责的声音消去。,我给自己做了一个交易，如果我加倍努力做到完美，不再犯错误，请让那些声音停止。,69.214,61.417,54.887,50.737,52.394,44.909,32.558,0.577,0.75,0.652,0.37,0.455,0.408,0.607,0.739,0.667,0.854,0.893,0.873
And they did.,那个声音的确停止了。,他们做到了。,17.114,13.256,10.409,8.335,8.889,7.619,80,0.333,0.5,0.4,0.2,0.333,0.25,0.333,0.5,0.4,0.648,0.7,0.673
And I went back to work.,我回到了工作岗位。,然后我就回去工作了。,60,25.82,16.091,11.045,11.852,10.159,77.778,0.6,0.429,0.5,0,0,0,0.6,0.429,0.5,0.806,0.782,0.794
And then it happened again.,但错误又发生了。,然后又发生了。,61.92,59.82,57.096,53.295,46.905,40.204,37.5,0.667,0.8,0.727,0.6,0.75,0.667,0.667,0.8,0.727,0.794,0.832,0.812
"Two years later I was an attending in the emergency department  at a community hospital just north of Toronto,  and I saw a 25 year-old man with a sore throat.",两年后，当我在一家多伦多北部一间社区医院的 急症室做主治医生时， 我看了一位喉咙酸痛的25岁的男人。,两年后，我在多伦多北部一家社区医院的急诊科就诊，看到一位 25 岁的男子喉咙痛。,63.942,53.353,42.075,34.007,37.71,28.283,40.426,0.577,0.75,0.652,0.31,0.429,0.36,0.533,0.727,0.615,0.874,0.911,0.892
"It was busy, I was in a bit of a hurry.",当时诊所很忙，所以我也有些急。,当时很忙，我有点着急。,56.875,39.768,23.03,15.178,22.155,18.99,46.667,0.545,0.75,0.632,0.2,0.286,0.235,0.545,0.75,0.632,0.827,0.892,0.858
He kept pointing here.,他不停的指着这里。,他一直指着这里。,66.187,57.773,52.809,47.75,41.19,35.306,33.333,0.667,0.8,0.727,0.4,0.5,0.444,0.667,0.8,0.727,0.87,0.907,0.888
"I looked at his throat, it was a little bit pink.",我看了看，他的喉咙有些红肿。,我看了看他的喉咙，有点粉红色。,80,58.554,47.251,36.414,28.382,24.328,28.571,0.8,0.8,0.8,0.5,0.5,0.5,0.727,0.727,0.727,0.909,0.898,0.903
And I gave him a prescription for penicillin  and sent him on his way.,我给他开了盘尼西林的处方后 便让他离开了。,我给了他一张青霉素处方，然后送他上路。,44.94,21.765,10.975,6.653,9.747,8.354,70,0.462,0.5,0.48,0.071,0.083,0.077,0.4,0.462,0.429,0.765,0.78,0.772
"And even as he was walking out the door,  he was still sort of pointing to his throat.",即便当他走出诊所的大门的时候， 他似乎还在指着他的喉咙。,甚至当他走出门时，他仍然指着自己的喉咙。,49.328,38.257,28.406,20.878,24.349,20.87,51.852,0.533,0.667,0.593,0.278,0.417,0.333,0.474,0.692,0.562,0.827,0.869,0.848
"And two days later I came to do my next emergency shift,  and that's when my chief asked to speak to me quietly in her office.",两天后，又轮到我在急诊室值班。 那时我的主任要我去她的办公室里私下谈谈。,两天后，我来进行下一次紧急轮班，就在那时，我的主管要求在她的办公室里安静地与我交谈。,59.524,41.739,31.24,23.647,20.752,17.788,65.714,0.524,0.458,0.489,0.25,0.214,0.231,0.48,0.414,0.444,0.834,0.786,0.809
And she said the three words:  Do you remember?,她说了那三个字： 记得吗？,她说了三个字：你还记得吗？,84.615,75.107,63.53,47.587,36.123,30.962,25,0.9,0.818,0.857,0.667,0.6,0.632,0.9,0.818,0.857,0.932,0.912,0.922
"""Do you remember that patient you saw with the sore throat?""",“记得吗？那位你看过的喉咙酸痛的患者？”,“你还记得你见过的那个喉咙痛的病人吗？”,70,47.016,18.312,9.748,16.93,14.511,55,0.583,0.538,0.56,0.154,0.143,0.148,0.5,0.467,0.483,0.87,0.863,0.866
"Well it turns out, he didn't have a strep throat.",原来，他并没有得链球菌性咽喉炎。,事实证明，他并没有得链球菌性咽喉炎。,77.778,77.121,76.408,75.627,73.874,63.32,25,0.9,0.9,0.9,0.889,0.889,0.889,0.9,0.9,0.9,0.936,0.892,0.913
He had a potentially life-threatening condition  called epiglottitis.,得的是一种有可能威胁到生命的病症， 叫会厌炎。,他患有一种可能危及生命的疾病，称为会厌炎。,63.566,46.058,31.727,20.281,20.502,17.573,50,0.533,0.615,0.571,0.2,0.25,0.222,0.5,0.615,0.552,0.868,0.873,0.871
"You can Google it,  but it's an infection, not of the throat, but of the upper airway,  and it can actually cause the airway to close.",各位可以在谷歌上查询， 但它不是喉咙，而是上呼吸道的感染， 并有可能造成呼吸道阻塞。,你可以谷歌一下，但这是一种感染，不是喉咙的感染，而是上呼吸道的感染，它实际上会导致气道关闭。,54.348,43.959,36.42,31.71,27.856,23.876,65,0.545,0.545,0.545,0.304,0.292,0.298,0.542,0.464,0.5,0.84,0.831,0.835
And fortunately he didn't die.,幸好，他并没有过世。,幸运的是他没有死。,49.713,23.581,15.261,10.729,11.343,9.722,60,0.429,0.429,0.429,0,0,0,0.429,0.429,0.429,0.819,0.817,0.818
He was placed on intravenous antibiotics  and he recovered after a few days.,在被安排做抗生素静脉注射的几天之后， 他便痊愈了。,他接受了静脉注射抗生素治疗，几天后康复了。,57.792,41.874,28.845,18.439,20.502,17.573,58.333,0.467,0.636,0.538,0.071,0.091,0.08,0.267,0.333,0.296,0.805,0.843,0.823
"And I went through the same period of shame and recriminations  and felt cleansed and went back to work,  until it happened again and again and again.",而我又回到了那个愧疚和自责的时光中， 然后等情绪平复后，又回到了工作岗位， 直到这些错误再度重复的发生。,我也经历了同样的羞耻和相互指责的时期，感觉自己被净化了，然后又回去工作了，直到这样的事情一次又一次地发生。,49.057,32.214,21.669,11.943,13.669,11.716,72,0.385,0.385,0.385,0.103,0.094,0.098,0.406,0.382,0.394,0.767,0.746,0.756
"Twice in one emergency shift, I missed appendicitis.",在同一个急诊的值班中，我两次没有发现病患得了盲肠炎。,在一次紧急轮班中，我两次错过了阑尾炎。,43.694,31.743,25.408,21.477,26.541,22.75,57.692,0.438,0.583,0.5,0.2,0.273,0.231,0.438,0.583,0.5,0.738,0.798,0.767
"Now that takes some doing,  especially when you work in a hospital  that at the time saw but 14 people a night.",这是很难想象会发生的事情， 尤其是当你在一间一个晚上 只见十四名病患的医院工作。,现在这需要一些努力，尤其是当你在一家当时每晚只接待 14 名患者的医院工作时。,52.553,39.527,33.948,29.766,25.906,19.43,60.526,0.478,0.458,0.468,0.292,0.304,0.298,0.44,0.458,0.449,0.778,0.792,0.785
"Now in both cases, I didn't send them home  and I don't think there was any gap in their care.",虽然对这两个病例，我都没有让他们回家， 而我也不觉得在治疗照顾过程中有任何空隙和差错。,现在，在这两种情况下，我都没有送他们回家，我认为他们的护理没有任何差距。,44.675,34.475,27.463,21.471,20.528,17.595,59.524,0.385,0.526,0.444,0.185,0.227,0.204,0.393,0.458,0.423,0.763,0.812,0.787
One I thought had a kidney stone.,其中一位我诊断他有肾结石，,我以为其中一个得了肾结石。,53.846,42.366,31.956,20.098,17.56,15.052,61.538,0.375,0.375,0.375,0,0,0,0.25,0.25,0.25,0.813,0.819,0.816
"I ordered a kidney X-ray. When it turned out to be normal,  my colleague who was doing a reassessment of the patient  noticed some tenderness in the right lower quadrant and called the surgeons.",并安排了肾脏X光，但结果正常。 我的同事当时正在对病人的病情做重新的诊断。 在他留意到病人右下腹的地方有些柔软时，便联系了外科医生。,我预约了肾脏 X 光检查。当结果显示正常时，我正在对患者进行重新评估的同事注意到右下腹有一些压痛，并给外科医生打电话。,55.859,39.849,27.337,17.799,19.548,14.661,64.062,0.485,0.5,0.492,0.125,0.147,0.135,0.317,0.371,0.342,0.804,0.821,0.813
