en_test,zh_test,M2M100,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
These are the ideals that a war-torn Libya  needs desperately in order to achieve peace.,这才是饱受战乱的利比亚要走向和平 所迫切需要的努力目标。,"这是一个战争的利比亚绝望地需要的理想,以实现和平。",48.002,33.283,23.716,15.381,15.765,13.513,62.963,0.286,0.286,0.286,0.071,0.071,0.071,0.267,0.267,0.267,0.733,0.743,0.738
"For peace has an alchemy,  between the feminine and masculine perspectives.",因为和平有独到的炼造方式， 需要女性和男性观念的密切联系,"为了和平,有一个酒精,在女性和男性的观点之间。",40.192,27.706,20.966,16.682,16.684,14.3,70.37,0.429,0.429,0.429,0.143,0.143,0.143,0.4,0.4,0.4,0.655,0.687,0.67
That's the real zipper.,和不断交替。 这才是真正的交叉。,这就是真正的Zipper。,31.265,23.634,19.799,15.949,16.556,14.191,60,0.333,0.5,0.4,0.111,0.2,0.143,0.3,0.5,0.375,0.754,0.871,0.809
And we need to establish that existentially  before we do so sociopolitically.,而且我们需要在社会政治生活运作前 先建立起这种男女交叉的存在。,我们必须在社会政治上做到这一点之前建立这种存在性。,49.124,36.615,24.282,18.068,20.038,17.176,63.333,0.444,0.533,0.485,0.118,0.143,0.129,0.444,0.533,0.485,0.781,0.815,0.798
"According to a Quranic verse  ""Salam"" -- peace -- ""is the word of the all-merciful God, raheem.""",《可兰经》的一段经文里说， “Salam”——也就是和平——“来自我们最仁慈的主Raheem。”,《古兰经》说:“平安是至仁至慈的真主的话语。,30.751,14.57,8.005,5.054,13.82,11.846,75,0.261,0.429,0.324,0,0,0,0.207,0.4,0.273,0.729,0.766,0.747
"In turn, the word ""raheem,"" which is known in all Abrahamic traditions,  has the same root in Arabic as the word ""rahem"" -- womb --  symbolizing the maternal feminine encompassing all humanity  from which the male and the female,  from which all tribes, all peoples, have emanated from.",而在所有亚伯拉罕诸教的传统中都闻名的词“raheem” 在阿拉伯语中与“rahem”同根， “rahem”则象征着充满母性的女性包容着所有人类， 男人和女人 以及所有部落、所有民族的人都是从她发源而来的。,"换句话说,在所有亚伯拉罕传统中所知的“拉希姆”这个词在阿拉伯语中有相同的根源,即“拉希姆”这个词,象征着母性妇女,涵盖了所有人性,男人和女人,所有部落,所有民族都从中产生的。",60.92,45.324,35.809,27.847,23.496,20.139,62.025,0.5,0.571,0.533,0.185,0.217,0.2,0.456,0.5,0.477,0.809,0.801,0.805
"And so just as the womb entirely envelopes the embryo, which grows within it,  the divine matrix of compassion nourishes the entire existence.",就像子宫完全包裹着在其内生长的胚胎一样， 满怀同情之心的神圣母体滋养着世间万物。,"正如腹部完全包围胚胎,生长在内心,同情的神圣矩阵营养了整个存在。",42.687,27.83,16.069,8.707,13.729,11.767,66.667,0.364,0.444,0.4,0.043,0.056,0.049,0.25,0.316,0.279,0.732,0.772,0.751
"Thus we are told that ""My mercy encompasses all things.""",因此，我们所受的教导告诉我们：“我的怜悯之心包容万物。”,"因此,我们被告知:“我的慈悲包含一切事物。",37.533,25.929,13.636,8.428,13.774,11.806,64.286,0.4,0.429,0.414,0.125,0.154,0.138,0.353,0.429,0.387,0.785,0.819,0.802
"Thus we are told that ""My mercy takes precedence over my anger.""",因此，我们所受的教导告诉我们：“我的怜悯之心战胜我的愤怒。”,"因此,我们被告知:“我的慈悲比我的愤怒更优先。",41.691,31.28,21.765,13.964,17.938,15.375,66.667,0.467,0.467,0.467,0.176,0.2,0.187,0.474,0.529,0.5,0.793,0.807,0.799
May we all be granted a grace of mercy.,愿我们都被赐予怜悯之心。,愿我们每个人都得到慈悲的恩典。,33.333,21.822,15.415,11.115,9.219,7.902,83.333,0.571,0.4,0.471,0.167,0.111,0.133,0.571,0.4,0.471,0.806,0.79,0.798
Thank you.,谢谢你们。,谢谢你,51.342,51.342,51.342,0,100,75,40,0,0,0,0,0,0,0,0,0,0.805,0.877,0.839
"I'm here today to talk about a disturbing question,  which has an equally disturbing answer.",今天，我想聊一个令人不安的问题， 这个问题的答案同样令人烦扰。,"我今天在这里谈论一个令人不安的问题,这个问题有一个同样令人不安的答案。",68.571,58.554,49.957,42.017,34.9,29.914,43.333,0.667,0.667,0.667,0.294,0.294,0.294,0.556,0.526,0.541,0.867,0.857,0.862
"My topic is the secrets of domestic violence,  and the question I'm going to tackle  is the one question everyone always asks:  Why does she stay?",我要说的是家庭暴力的秘密， 而我将要回答的问题 这个问题每个人都曾经问起： “为什么她会留下来？”,"我的主题是家庭暴力的秘密,我要解决的问题是每个人都会问的一个问题:她为什么会留下来?",67.104,54.553,44.469,34.61,31.946,23.959,39.13,0.52,0.619,0.565,0.25,0.269,0.259,0.483,0.519,0.5,0.825,0.846,0.835
Why would anyone stay with a man who beats her?,“怎么会有人愿意和一个打她的男人继续住在一起？”,為什麼有人會留在一個打她的人身上?,31.176,22.723,13.162,8.57,13.121,11.246,70.833,0.214,0.25,0.231,0.077,0.091,0.083,0.214,0.25,0.231,0.743,0.794,0.767
"I'm not a psychiatrist, a social worker  or an expert in domestic violence.",我并不是精神病医生、社会工作者、 也不是家庭暴力方面的专家。,我不是精神病学家、社会工作者或家庭暴力专家。,62.827,55.2,48.034,39.945,42.86,36.737,34.483,0.538,0.7,0.609,0.143,0.222,0.174,0.467,0.7,0.56,0.882,0.935,0.908
I'm just one woman with a story to tell.,我只是一个有着亲身经历要讲述的女人。,我只是一个有故事的女人。,50.544,47.218,43.292,38.457,49.965,42.827,44.444,0.6,0.75,0.667,0.444,0.571,0.5,0.6,0.75,0.667,0.776,0.894,0.83
I was 22. I had just graduated from Harvard College.,当时我22岁，刚从哈佛学院毕业。,"我22岁,刚刚毕业于哈佛大学。",66.504,43.649,24.542,15.815,22.128,18.967,53.333,0.455,0.556,0.5,0.2,0.25,0.222,0.455,0.556,0.5,0.831,0.88,0.855
I had moved to New York City for my first job  as a writer and editor at Seventeen magazine.,我搬到了纽约，开始了自己第一份工作 在“Seventeen”杂志社当编辑和撰稿人。,"我搬到纽约市,担任《七十》杂志的作家和编辑。",34.622,22.874,11.842,7.257,13.892,11.908,70,0.3,0.4,0.343,0.1,0.143,0.118,0.238,0.333,0.278,0.706,0.784,0.743
"I had my first apartment,  my first little green American Express card,  and I had a very big secret.",我第一次有了自己的房子， 有了第一张信用卡。 我还有一个非常大的秘密。,"我有我的第一個公寓,我的第一個小綠色 American Express 卡,我有一個非常大的秘密。",54.545,39.167,29.14,23.966,15.303,11.477,57.576,0.438,0.438,0.437,0.211,0.211,0.211,0.429,0.36,0.391,0.783,0.792,0.787
"My secret was that I had this gun  loaded with hollow-point bullets pointed at my head  by the man who I thought was my soulmate,  many, many times.",这个秘密就是我曾经 被我认为是我灵魂伴侣的男人 用这把装满空心弹头的枪指着我的头 太多、太多次。,"我的秘密是,我把这枪装满了洞点子弹,被我认为是我的灵魂,很多,很多次的人指向我的头。",64.288,40.074,26.538,19.128,20.673,17.719,64.444,0.462,0.571,0.511,0.194,0.207,0.2,0.406,0.406,0.406,0.754,0.773,0.763
The man who I loved more than anybody on Earth  held a gun to my head and threatened to kill me  more times than I can even remember.,这个我曾经最爱的人， 用枪指着我的头，并威胁要杀掉我， 我已经记不得对我做了多少次。,"我爱的人比地球上任何人都爱我,他把枪放在我的头上,威胁要杀我比我还记得的要多。",47.485,29.199,20.788,12.488,13.455,11.533,72.5,0.273,0.273,0.273,0.107,0.097,0.102,0.345,0.312,0.328,0.734,0.733,0.733
"I'm here to tell you the story of crazy love,  a psychological trap disguised as love,  one that millions of women and even a few men  fall into every year.",现在我所讲述的这个“疯狂爱情”的故事， 是一个伪装成爱情的心理陷阱， 每年都会有上百万的女性，甚至也包括一些男性 会掉进这个陷阱。,"我在这里告诉你疯狂的爱情故事,一个像爱情一样隐藏的心理陷阱,每年有数以百万计的妇女甚至几个人都会陷入其中。",54.132,33.793,17.83,11.761,16.846,14.439,66.129,0.419,0.464,0.441,0.077,0.1,0.087,0.35,0.452,0.394,0.775,0.788,0.782
It may even be your story.,或许，它正发生在你的身上。,也许是你的故事。,26.763,14.305,9.701,7.03,10.714,9.184,69.231,0.3,0.5,0.375,0.111,0.2,0.143,0.3,0.5,0.375,0.691,0.752,0.72
I don't look like a typical domestic violence survivor.,我看起来不像是典型的家庭暴力受害者。,我看起来不像一个典型的家庭暴力生存者。,78.947,72.548,65.315,59.089,49.511,42.438,22.222,0.667,0.667,0.667,0.375,0.375,0.375,0.667,0.667,0.667,0.936,0.924,0.93
"I have a B.A. in English from Harvard College,  an MBA in marketing from Wharton Business School.",我拥有哈佛学院的英语学士学位， 还拿到了沃顿商学院的市场营销方面的MBA学位。,"我在哈佛大学的英语学士学位,在华顿商学院的营销硕士学位。",56.361,46.863,38.514,31.86,35.138,30.119,44.444,0.333,0.5,0.4,0.158,0.231,0.187,0.35,0.5,0.412,0.808,0.876,0.84
"I've spent most of my career working for Fortune 500 companies  including Johnson &amp; Johnson, Leo Burnett and The Washington Post.","我决大多数时间都在为""财富""500强公司工作， 包括强生，李奥贝纳和华盛顿邮报。","我已经花了大部分职业生涯为Fortune 500公司工作,包括Johnson&amp;Johnson,Leo Burnett和华盛顿邮报。",48.649,36.761,30.01,25.109,12.69,9.518,59.459,0.421,0.364,0.39,0.15,0.13,0.14,0.381,0.333,0.356,0.754,0.728,0.741
I've been married for almost 20 years to my second husband  and we have three kids together.,我嫁给我的第二任丈夫差不多20年了 并育有3个孩子。,"我已经结婚了近20年,我的第二个丈夫,我们有三个孩子在一起。",51.724,35.96,24.311,15.332,16.485,14.13,79.167,0.6,0.5,0.545,0.133,0.105,0.118,0.438,0.35,0.389,0.791,0.773,0.782
"My dog is a black lab, and I drive a Honda Odyssey minivan.",我养了一只黑色拉布拉多猎犬，开本田奥赛德面包车。,"我的狗是一家黑色实验室,我驾驶一辆Honda Odyssey小型车。",24.977,14.745,7.914,4.935,4.072,3.49,79.167,0.154,0.143,0.148,0,0,0,0.154,0.133,0.143,0.678,0.732,0.704
"So my first message for you is that domestic violence  happens to everyone --  all races, all religions, all income and education levels.",这就是我要告诉你的第一个事实：家庭暴力 可能发生在每个人身上 无关你的种族、信仰、收入和教育水平。,"因此,我对你们的第一个信息是,家庭暴力发生在所有人身上 - 所有种族,所有宗教,所有收入和教育水平。",58.333,47.266,38.771,30.857,25.724,19.293,57.447,0.48,0.522,0.5,0.231,0.231,0.231,0.429,0.429,0.429,0.797,0.8,0.798
It's everywhere.,它随处可见。,它到处都是。,50,22.361,14.62,10.682,8.333,7.143,50,0.667,0.4,0.5,0,0,0,0.667,0.4,0.5,0.871,0.869,0.87
"And my second message is that everyone thinks  domestic violence happens to women,  that it's a women's issue.",我要说的第二个事实，是很多人认为 既然家庭暴力发生在女性身上， 那应该是女性自身的问题。,"我的第二个消息是,每个人都认为家庭暴力发生在妇女身上,这是一个妇女问题。",56.432,42.122,32.816,25.947,26.386,22.617,52.381,0.571,0.632,0.6,0.167,0.2,0.182,0.48,0.571,0.522,0.8,0.84,0.819
Not exactly.,不是的。,不准确。,50,28.868,21.84,18.996,12.5,10,50,0.333,0.333,0.333,0,0,0,0.333,0.333,0.333,0.683,0.688,0.686
"Over 85 percent of abusers are men, and domestic abuse  happens only in intimate, interdependent, long-term relationships,  in other words, in families,  the last place we would want or expect to find violence,  which is one reason domestic abuse is so confusing.",超过85%的施虐者是男性，并且家庭暴力 只发生在亲密的、相互依存的、长期的关系中， 换句话说，发生在家庭中， 这是我们最不愿意，或最不期望看到暴力的地方。 这也是为什么家庭暴力如此叫人困扰的原因之一。,"85%以上的虐待者是男性,家庭虐待只发生在亲密,相互依赖,长期关系,换句话说,在家庭,最后一个地方我们会想要或期望找到暴力,这是一个原因,家庭虐待是如此混乱。",53.611,39.594,26.327,17.685,21.742,18.636,53.684,0.537,0.688,0.603,0.111,0.14,0.124,0.356,0.457,0.4,0.79,0.828,0.809
"I would have told you myself that I was the last person on Earth  who would stay with a man who beats me,  but in fact I was a very typical victim because of my age.",我原本以为世界上只有我一个人 会继续留在一个打我的男人身边， 但是事实上在我这个年龄段这种事情非常普遍。,"我会告诉你自己,我是地球上最后一个人会留在一个打我的人,但事实上,我是一个非常典型的受害者,因为我的年龄。",52.83,36.342,27.465,21.335,18.968,16.258,70,0.385,0.417,0.4,0.107,0.1,0.103,0.379,0.324,0.349,0.716,0.725,0.72
"I was 22, and in the United States,  women ages 16 to 24 are three times as likely  to be domestic violence victims  as women of other ages,  and over 500 women and girls this age  are killed every year by abusive partners,  boyfriends, and husbands in the United States.",我当时22岁。而在美国， 16至24岁的女性相比其他年龄段的女性 受到家庭暴力伤害的可能性 要高出两倍以上。 同样在美国，每年有超过500位 妇女或女孩被施虐者杀害， 凶手是她们的男友，或者丈夫。,"我22岁,在美国,16至24岁的妇女比其他年龄的妇女更容易成为家庭暴力受害者,每年有500多名妇女和女孩被美国的虐待伴侣、男朋友和丈夫杀害。",50.449,35.16,24.873,17.246,25.605,21.947,62.069,0.455,0.606,0.519,0.154,0.2,0.174,0.393,0.524,0.449,0.787,0.851,0.818
